Data,Energy,0
0,8866.371181979897,0.012310558808013008
1,8866.781270150947,0.020469995603708865
2,8867.19140370636,0.012215155942161642
3,8867.601582646137,0.002617633433616103
4,8868.011806970277,0.012484885767723629
5,8868.422076678782,0.0019962018098545285
6,8868.83239177165,0.004865144544556478
7,8869.24275224888,-0.0057801450003365715
8,8869.653158110475,0.004026985863803813
9,8870.063609356434,0.00821196956398258
10,8870.474105986756,0.005780179684613058
11,8870.884648001442,0.013626238688138953
12,8871.295235400492,0.0012372952336086145
13,8871.705868183904,0.0061684422470832685
14,8872.116546351683,0.0052791939219054215
15,8872.527269903821,0.00655240183946653
16,8872.938038840326,0.0032540746656491907
17,8873.348853161195,0.005686473324443172
18,8873.759712866426,0.012111371728593992
19,8874.17061795602,0.013807258477132187
20,8874.58156842998,0.011840518372463164
21,8874.9925642883,0.007316310540651043
22,8875.403605530988,0.0036863707131218
23,8875.814692158037,0.006457599610854372
24,8876.22582416945,0.006745547139687459
25,8876.637001565226,0.002324914310190866
26,8877.048224345368,0.0021959711567147155
27,8877.459492509872,0.0020472712186002965
28,8877.87080605874,0.004943563777035833
29,8878.282164991972,0.003880851408266695
30,8878.693569309566,0.0072653127247374015
31,8879.105019011526,0.0051509487910086655
32,8879.516514097848,0.004625804869538431
33,8879.928054568534,0.009021001271301905
34,8880.339640423583,0.007336498275554852
35,8880.751271662995,0.008444299841145045
36,8881.162948286774,0.006380912502218279
37,8881.574670294915,-0.008157950301749543
38,8881.986437687417,-0.002708449497005548
39,8882.398250464286,-0.0011654867168369777
40,8882.810108625517,0.0036867546818584126
41,8883.222012171113,0.005354355615092329
42,8883.633961101072,0.0024108285745099377
43,8884.045955415393,-0.0028121495714428933
44,8884.457995114079,-5.904772721928696e-07
45,8884.870080197128,-0.0019464649292207422
46,8885.282210664542,0.0020530194652570934
47,8885.69438651632,0.001311520828132408
48,8886.10660775246,0.0046602885026417054
49,8886.518874372963,0.003922128096920413
50,8886.931186377831,0.0019127674523221313
51,8887.343543767063,0.0032769099495396324
52,8887.75594654066,0.006735910088004247
53,8888.168394698618,0.0024318014152754095
54,8888.58088824094,-0.007133135643772549
55,8888.993427167627,-0.004743333650454653
56,8889.406011478675,-0.005965324751802892
57,8889.818641174088,-0.008400035329947757
58,8890.231316253865,-0.000586821968841397
59,8890.644036718006,0.005346812731665233
60,8891.05680256651,-0.0004178793062611171
61,8891.469613799378,-0.0054648241122318905
62,8891.882470416609,-0.0001390732297300314
63,8892.295372418204,0.0005878160066760947
64,8892.708319804164,-0.007487891008416519
65,8893.121312574487,-0.005948788586755671
66,8893.534350729173,-0.006754595922354476
67,8893.947434268222,-0.007811002485614077
68,8894.360563191636,0.0009005001101839645
69,8894.773737499412,7.047342347390258e-05
70,8895.186957191552,-0.0018060286938820153
71,8895.600222268058,-0.005786567251926143
72,8896.013532728924,-0.001134735520220285
73,8896.426888574157,-0.008524235850316832
74,8896.840289803751,-0.004888773963255446
75,8897.253736417711,-0.008396282697093992
76,8897.667228416034,-0.003340367359476585
77,8898.080765798719,-0.002792455846763273
78,8898.49434856577,-0.014088145706782596
79,8898.907976717182,-0.006838955231236218
80,8899.32165025296,-0.006791140729350445
81,8899.7353691731,-0.006868598201672654
82,8900.149133477604,-0.00806558971818675
83,8900.562943166473,-0.005622234813260919
84,8900.976798239704,-0.0033424974886156486
85,8901.3906986973,-0.00726129417148906
86,8901.804644539257,-0.010053419531450506
87,8902.218635765581,-0.008032914497215729
88,8902.632672376267,-0.006889922459356263
89,8903.046754371317,-0.007756659014577851
90,8903.46088175073,-0.00471713583261539
91,8903.875054514507,-0.00505560888486167
92,8904.289272662647,0.0030715499960600684
93,8904.703536195151,-0.004846045667843001
94,8905.11784511202,-0.0026879396002501277
95,8905.532199413252,-0.0019737075182155793
