Data,Energy,0
0,8866.371181979897,0.008860483385194818
1,8866.781270150947,0.018318890106861434
2,8867.19140370636,0.008832790128422814
3,8867.601582646137,0.001923433706223318
4,8868.011806970277,0.009416109747793156
5,8868.422076678782,0.0025243475897762614
6,8868.83239177165,0.003182552603042718
7,8869.24275224888,-0.0014745547408449087
8,8869.653158110475,0.007769541035359614
9,8870.063609356434,0.009649787777268192
10,8870.474105986756,0.012640915576467193
11,8870.884648001442,0.012565709795318458
12,8871.295235400492,0.00536074629892581
13,8871.705868183904,0.0069633712612186364
14,8872.116546351683,0.009657013103965259
15,8872.527269903821,0.007509375412291332
16,8872.938038840326,0.004500291072558185
17,8873.348853161195,0.00971091296870282
18,8873.759712866426,0.012652383211292695
19,8874.17061795602,0.013471226677222347
20,8874.58156842998,0.008818883756885826
21,8874.9925642883,0.0075832459120476845
22,8875.403605530988,0.004960390401163528
23,8875.814692158037,0.0009507694689729713
24,8876.22582416945,0.012401813337485345
25,8876.637001565226,0.003438656628154804
26,8877.048224345368,0.005770842995085564
27,8877.459492509872,0.002503526000059629
28,8877.87080605874,0.005930799498107166
29,8878.282164991972,0.0036979692079959184
30,8878.693569309566,0.007156533828711442
31,8879.105019011526,0.004368103876682803
32,8879.516514097848,0.005231897761530172
33,8879.928054568534,0.007111146153918537
34,8880.339640423583,0.008596034454119382
35,8880.751271662995,0.005631107130848708
36,8881.162948286774,0.0094213401851492
37,8881.574670294915,-0.007562672741917728
38,8881.986437687417,-0.0046285786021651055
39,8882.398250464286,-0.003160281410214539
40,8882.810108625517,-0.00033624429739246924
41,8883.222012171113,0.004331392464184264
42,8883.633961101072,0.0040151757107463526
43,8884.045955415393,-0.0009468578641190101
44,8884.457995114079,-0.0009485399528880198
45,8884.870080197128,-0.006491266984000223
46,8885.282210664542,-0.0018394803127364098
47,8885.69438651632,0.00029381566359919085
48,8886.10660775246,0.003065376951266778
49,8886.518874372963,0.0046233130815067575
50,8886.931186377831,0.001590593733702685
51,8887.343543767063,0.004352493534434657
52,8887.75594654066,0.00785835351701907
53,8888.168394698618,0.00515611749060507
54,8888.58088824094,-0.0059818559394443195
55,8888.993427167627,-0.011341614624419002
56,8889.406011478675,-0.00776479854656696
57,8889.818641174088,-0.009306101080007805
58,8890.231316253865,-0.004725857549563549
59,8890.644036718006,0.006057775939564941
60,8891.05680256651,0.001643558630414453
61,8891.469613799378,-0.006806877302830342
62,8891.882470416609,-0.0006320541608082915
63,8892.295372418204,-0.002050913294413805
64,8892.708319804164,-0.007153991324414682
65,8893.121312574487,-0.0022092296682713277
66,8893.534350729173,-0.005995445332970322
67,8893.947434268222,-0.007800355114782257
68,8894.360563191636,0.0022042452407471584
69,8894.773737499412,0.0024010948115746476
70,8895.186957191552,0.00189683428285402
71,8895.600222268058,0.00044179625073619884
72,8896.013532728924,-0.004581358363260426
73,8896.426888574157,-0.007580081361081593
74,8896.840289803751,-0.008722884061877401
75,8897.253736417711,-0.006818294745895071
76,8897.667228416034,-0.006737464374221857
77,8898.080765798719,-0.006206365273215319
78,8898.49434856577,-0.01947627732997532
79,8898.907976717182,-0.009060653458902668
80,8899.32165025296,-0.007739092231882464
81,8899.7353691731,-0.012674845234022448
82,8900.149133477604,-0.012546085820354167
