Data,Energy,0
0,8866.371181979897,0.00928186891799488
1,8866.781270150947,0.019777750504915606
2,8867.19140370636,0.010777742608635295
3,8867.601582646137,0.0022922355736134502
4,8868.011806970277,0.010395827035921927
5,8868.422076678782,0.0026742813793935957
6,8868.83239177165,0.007363211697344354
7,8869.24275224888,-0.004203252073101122
8,8869.653158110475,0.002995343855448613
9,8870.063609356434,0.006528685737284816
10,8870.474105986756,0.012641528278822475
11,8870.884648001442,0.011310954366206088
12,8871.295235400492,0.005323960162009357
13,8871.705868183904,0.008774036959578378
14,8872.116546351683,0.008752737504307544
15,8872.527269903821,0.004571854846088912
16,8872.938038840326,0.002703641439920531
17,8873.348853161195,0.004591812132593704
18,8873.759712866426,0.010908870087544709
19,8874.17061795602,0.014952724886415034
20,8874.58156842998,0.012399461429819136
21,8874.9925642883,0.005255819992330552
22,8875.403605530988,0.003487195612222844
23,8875.814692158037,0.0008259722576455495
24,8876.22582416945,0.006192530110557454
25,8876.637001565226,0.003767900937247108
26,8877.048224345368,0.006711959641068113
27,8877.459492509872,0.0005252899672813184
28,8877.87080605874,0.0034544474422259037
29,8878.282164991972,0.0015328205553749685
30,8878.693569309566,0.008642519600843623
31,8879.105019011526,0.003615005488399897
32,8879.516514097848,0.004154973418888318
33,8879.928054568534,0.006893193149542919
34,8880.339640423583,0.006068771924369833
35,8880.751271662995,0.005533708674297665
36,8881.162948286774,0.006753604320080722
37,8881.574670294915,-0.008189724109471868
38,8881.986437687417,-0.00605074774151132
39,8882.398250464286,-0.0008506931203453292
40,8882.810108625517,0.003122810041202722
41,8883.222012171113,0.000736413668645211
42,8883.633961101072,0.004211657976999745
43,8884.045955415393,-0.0031321513423448197
44,8884.457995114079,0.0030941260842025616
45,8884.870080197128,-0.005706896753675202
46,8885.282210664542,0.0022924557061725424
47,8885.69438651632,-0.00117203412347531
48,8886.10660775246,0.00520651818204736
49,8886.518874372963,0.0006927850778834551
50,8886.931186377831,-0.002273386914584768
51,8887.343543767063,0.003170121443928475
52,8887.75594654066,0.007096121465409368
53,8888.168394698618,0.004180566738306956
54,8888.58088824094,-0.005239870627205343
55,8888.993427167627,-0.006799499568737844
56,8889.406011478675,-0.010709176346843943
57,8889.818641174088,-0.0085011158531367
58,8890.231316253865,-0.002845716369424306
59,8890.644036718006,0.010322810546524893
60,8891.05680256651,0.0036155871382071957
61,8891.469613799378,-0.003914803558436419
62,8891.882470416609,-0.002379851570981381
63,8892.295372418204,0.0009005557513483598
64,8892.708319804164,-0.005760343795392094
65,8893.121312574487,-0.0026916673673401496
66,8893.534350729173,-0.005054525518831045
67,8893.947434268222,-0.005854235211625973
68,8894.360563191636,0.0019319556029947587
69,8894.773737499412,0.0012081472443752476
70,8895.186957191552,0.0019214555646174408
71,8895.600222268058,-0.0005607260967396639
72,8896.013532728924,-0.0042479733762747305
73,8896.426888574157,-0.009414655209287694
74,8896.840289803751,-0.004686901151256886
75,8897.253736417711,-0.008550204544746837
76,8897.667228416034,-0.003190915984248243
77,8898.080765798719,-0.004537658463865902
78,8898.49434856577,-0.01891556373474117
79,8898.907976717182,-0.007901642740921847
80,8899.32165025296,-0.010792112751753832
81,8899.7353691731,-0.010147145130292808
82,8900.149133477604,-0.012327157761969642
83,8900.562943166473,-0.00434147666591696
84,8900.976798239704,-0.006103174942566885
