Data,Energy,0
0,8866.371181979897,0.011506516270922678
1,8866.781270150947,0.020147831107116827
2,8867.19140370636,0.011236748808465567
3,8867.601582646137,0.0020373906532390345
4,8868.011806970277,0.010241436446150907
5,8868.422076678782,0.004367487977222422
6,8868.83239177165,0.0027289227406185512
7,8869.24275224888,-0.0028274447117871302
8,8869.653158110475,0.00663557161281423
9,8870.063609356434,0.009712137905849353
10,8870.474105986756,0.011467749950059825
11,8870.884648001442,0.01131532348563297
12,8871.295235400492,0.004074512562142347
13,8871.705868183904,0.011352813483612206
14,8872.116546351683,0.007450724228661766
15,8872.527269903821,0.006285276475375326
16,8872.938038840326,0.004197306623471343
17,8873.348853161195,0.005070562656133227
18,8873.759712866426,0.011538518597106955
19,8874.17061795602,0.01160190972395415
20,8874.58156842998,0.011326018785401598
21,8874.9925642883,0.00862199716839024
22,8875.403605530988,0.0043849737843041124
23,8875.814692158037,4.837729913508091e-05
24,8876.22582416945,0.009173520394229105
25,8876.637001565226,0.003435932759992009
26,8877.048224345368,0.006705716177234108
27,8877.459492509872,0.0024845702709821583
28,8877.87080605874,0.004729701399144843
29,8878.282164991972,0.003239446905319024
30,8878.693569309566,0.010271467459924955
31,8879.105019011526,0.0051381462924344565
32,8879.516514097848,0.002165440582500639
33,8879.928054568534,0.00981706982339928
34,8880.339640423583,0.0072476138835871964
35,8880.751271662995,0.004798212138338558
36,8881.162948286774,0.006476785858692444
37,8881.574670294915,-0.005370754310423823
38,8881.986437687417,-0.004362359797929407
39,8882.398250464286,-0.001351647412273917
40,8882.810108625517,0.0009680923533018941
41,8883.222012171113,0.0016306327559144267
42,8883.633961101072,0.003465216589266567
43,8884.045955415393,-0.005032853588182087
44,8884.457995114079,0.0008348243912310901
45,8884.870080197128,-0.0062464629392302885
46,8885.282210664542,0.003245757851963217
47,8885.69438651632,-0.003408732213259549
48,8886.10660775246,0.007971879468125678
49,8886.518874372963,-0.0010764024859256853
50,8886.931186377831,-0.0016225238100131942
51,8887.343543767063,0.006448562535389683
52,8887.75594654066,0.009588327775107002
53,8888.168394698618,0.0013994812990262445
54,8888.58088824094,-0.0026941537102999004
55,8888.993427167627,-0.00663081010390853
56,8889.406011478675,-0.011765026225727027
57,8889.818641174088,-0.009290293586495142
58,8890.231316253865,-0.0019593416623996936
59,8890.644036718006,0.009208291299103092
60,8891.05680256651,-0.0005228495998711685
61,8891.469613799378,-0.0035392460623548407
62,8891.882470416609,-0.003635668324129272
63,8892.295372418204,0.00020554494051005113
64,8892.708319804164,-0.006731292163164683
65,8893.121312574487,-0.003747767775472051
66,8893.534350729173,-0.007447748796536931
67,8893.947434268222,-0.01126410944696559
68,8894.360563191636,-0.000513152060410501
69,8894.773737499412,0.00016963756313528736
70,8895.186957191552,0.0015790318646451986
71,8895.600222268058,0.0011734406079265147
72,8896.013532728924,-0.003107694217261917
73,8896.426888574157,-0.012563487329878768
74,8896.840289803751,-0.007366778207916856
75,8897.253736417711,-0.005781235764102824
76,8897.667228416034,-0.002103480871000497
77,8898.080765798719,-0.004682676230520571
78,8898.49434856577,-0.013831585013494019
79,8898.907976717182,-0.008056552529769608
80,8899.32165025296,-0.010724061581805753
81,8899.7353691731,-0.010687093297019548
82,8900.149133477604,-0.011417907078421517
83,8900.562943166473,-0.004887819472730188
84,8900.976798239704,-0.00800672463255708
85,8901.3906986973,-0.009469571623793218
86,8901.804644539257,-0.008032640064272078
87,8902.218635765581,-0.0087531711698867
88,8902.632672376267,-0.009636871465796332
89,8903.046754371317,-0.006007374419097639
90,8903.46088175073,-0.003950033232375392
91,8903.875054514507,-0.004990485953553923
92,8904.289272662647,0.0018699166803430307
93,8904.703536195151,-0.00603964669946303
94,8905.11784511202,-0.0018388604789321857
95,8905.532199413252,0.0010575773629938495
96,8905.946599098846,-4.549070135693219e-06
97,8906.361044168805,0.0006462904324134196
98,8906.775534623128,-0.0050120204630931305
99,8907.190070461815,-0.012070392739634058
100,8907.604651684864,-0.005152656449110979
101,8908.019278292277,-0.001587714891125971
102,8908.433950284054,0.0021244895967950234
103,8908.848667660195,0.005232667130591473
104,8909.2634304207,-0.001547103095264089
105,8909.678238565568,-0.0019933472477486392
106,8910.0930920948,-0.0053648794902108
107,8910.507991008395,-0.0034004662861182988
108,8910.922935306353,-0.0018322769706272668
