#scan
#values1	data:12s_70C_norm_avg_allscans.nxs[1.6002239999999879,:1541][1058,:]
8865.153663907668	0.01149821440943727
8865.563207466354	0.01305093985733571
8865.972796409402	0.01295317266795779
8866.382430736816	0.008995054005478210
8866.792110448592	0.0008533229694623681
8867.201835544733	0.005505201803465157
8867.611606025237	0.0006545596171850135
8868.021421890106	0.005842085131826880
8868.431283139336	0.01749617315957824
8868.841189772931	0.01000297962316806
8869.251141790890	0.003207493946290396
8869.661139193211	0.01500705852941624
8870.071181979898	0.006912087381890783
8870.481270150947	0.01496766435686827
8870.891403706360	0.005902150082324311
8871.301582646138	-0.001908103354194638
8871.711806970277	0.01151164705374116
8872.122076678783	0.003081054893890593
8872.532391771650	0.002032660746615765
8872.942752248880	-0.004395965685935062
8873.353158110476	0.001946831927055735
8873.763609356434	0.01186436048471428
8874.174105986756	0.008229342984902268
8874.584648001442	0.01453053729536001
8874.995235400493	0.001899736393039885
8875.405868183905	0.007979199097195373
8875.816546351683	0.002555781967716968
8876.227269903822	0.003179792186776034
8876.638038840327	0.004789348366105421
8877.048853161195	0.004852563110634959
8877.459712866426	0.008854829297725674
8877.870617956021	0.01120287066479465
8878.281568429980	0.01082239237208111
8878.692564288302	0.007210832503375285
8879.103605530989	0.003789212817523452
8879.514692158038	-0.002124647189480888
8879.925824169452	0.005739646893424409
8880.337001565227	-0.001838650009336617
8880.748224345369	-0.002639930982722680
8881.159492509873	-0.003749382719126133
8881.570806058740	0.004946972987881271
8881.982164991972	0.0001072053323235690
8882.393569309566	0.006181872919303522
8882.805019011526	0.005167673529955359
8883.216514097849	0.002611627435105414
8883.628054568535	0.009648763023205227
8884.039640423583	0.006139527944896916
8884.451271662996	0.002496335510514855
8884.862948286775	0.002857228433012313
8885.274670294915	-0.006701552528360154
8885.686437687418	-0.005593331115463069
8886.098250464287	-0.003034031809240453
8886.510108625518	0.003115232528650823
8886.922012171113	0.0001843173040381931
8887.333961101072	0.006435282035853088
8887.745955415394	-0.001824623113711173
8888.157995114080	0.0005496954102854465
8888.570080197129	-0.007256378925458653
8888.982210664542	0.001607212892173447
8889.394386516320	-0.003681681498300641
8889.806607752460	0.003665867842483413
8890.218874372964	0.0001211604205483947
8890.631186377832	-0.001328656536529750
8891.043543767064	0.002884228546307247
8891.455946540660	0.006648204009778569
8891.868394698618	0.006736022348370302
8892.280888240940	-0.004077940961130950
8892.693427167627	-0.006726707055679244
8893.106011478676	-0.01164659341132663
8893.518641174089	-0.01223526011865479
8893.931316253866	-0.004548201813182383
8894.344036718006	0.005955218419062040
8894.756802566511	-0.001355182473876020
