 Structure from AMSCIFDB, AMS_ID: 1523590       Feff8L (EXAFS)       0.1
 Mineral Name: <missing>
 Journal:   Zeitschrift f\"ur Elektrochemie und angewandte physikalische Chemie
 Authors: Esch, U., Schneider, A.
 Title1:   Das System Nickel-Platin
 Formula:    Ni0.5Pt0.5
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.402 Rnm= 1.437 L3 shell
 Pot 1 Z=28 Rmt= 1.410 Rnm= 1.447
 Pot 2 Z=78 Rmt= 1.420 Rnm= 1.459
 Gam_ch=5.171E+00 H-L exch
 Mu=-4.554E+00 kf=2.071E+00 Vint=-2.089E+01 Rs_int= 1.751
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   26      icalc       2
 -----------------------------------------------------------------------
   4   2.000   5.3033    2.7455   -4.55377 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
     1.8750   -0.0000    1.8750  2  78 Pt
    -0.0000   -0.0000   -0.0000  0  78 Pt
    -1.8750   -0.0000   -1.8750  2  78 Pt
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.1324E+01  1.0931E-04 -1.1093E+01  1.010E+00  6.1221E+00  2.0772E+00
  0.100  1.1324E+01  6.9312E-02 -1.2132E+01  1.011E+00  6.1288E+00  2.0795E+00
  0.200  1.1323E+01  1.3692E-01 -1.3121E+01  1.012E+00  6.1488E+00  2.0863E+00
  0.300  1.1321E+01  2.0121E-01 -1.4065E+01  1.015E+00  6.1815E+00  2.0977E+00
  0.400  1.1319E+01  2.6077E-01 -1.4964E+01  1.018E+00  6.2259E+00  2.1136E+00
  0.500  1.1315E+01  3.1442E-01 -1.5820E+01  1.022E+00  6.2806E+00  2.1338E+00
  0.600  1.1310E+01  3.6133E-01 -1.6636E+01  1.026E+00  6.3439E+00  2.1583E+00
  0.700  1.1304E+01  4.0063E-01 -1.7413E+01  1.031E+00  6.4139E+00  2.1869E+00
  0.800  1.1296E+01  4.3292E-01 -1.8154E+01  1.035E+00  6.4882E+00  2.2196E+00
  0.900  1.1286E+01  4.5789E-01 -1.8860E+01  1.040E+00  6.5646E+00  2.2561E+00
  1.000  1.1274E+01  4.7614E-01 -1.9532E+01  1.044E+00  6.6405E+00  2.2964E+00
  1.100  1.1260E+01  4.8817E-01 -2.0171E+01  1.049E+00  6.7135E+00  2.3403E+00
  1.200  1.1244E+01  4.9454E-01 -2.0777E+01  1.053E+00  6.7814E+00  2.3877E+00
  1.300  1.1226E+01  4.9583E-01 -2.1351E+01  1.057E+00  6.8420E+00  2.4386E+00
  1.400  1.1205E+01  4.9261E-01 -2.1891E+01  1.060E+00  6.8937E+00  2.4928E+00
  1.500  1.1182E+01  4.8537E-01 -2.2396E+01  1.064E+00  6.9355E+00  2.5503E+00
  1.600  1.1156E+01  4.7465E-01 -2.2864E+01  1.067E+00  6.9671E+00  2.6109E+00
  1.700  1.1129E+01  4.6094E-01 -2.3292E+01  1.070E+00  6.9886E+00  2.6748E+00
  1.800  1.1098E+01  4.4477E-01 -2.3680E+01  1.074E+00  7.0015E+00  2.7419E+00
  1.900  1.1065E+01  4.2689E-01 -2.4022E+01  1.076E+00  7.0081E+00  2.8122E+00
  2.000  1.1030E+01  4.0785E-01 -2.4317E+01  1.079E+00  7.0115E+00  2.8857E+00
  2.200  1.0949E+01  3.6943E-01 -2.4754E+01  1.084E+00  7.0279E+00  3.0430E+00
  2.400  1.0841E+01  3.3347E-01 -2.4927E+01  1.087E+00  7.1071E+00  3.2230E+00
  2.600  1.0738E+01  3.9436E-01 -2.5006E+01  1.185E+00  5.3377E+00  3.4079E+00
  2.800  1.0727E+01  4.4399E-01 -2.5228E+01  1.226E+00  4.6905E+00  3.5445E+00
  3.000  1.0721E+01  5.0325E-01 -2.5417E+01  1.243E+00  4.4062E+00  3.6792E+00
  3.200  1.0697E+01  5.6817E-01 -2.5579E+01  1.251E+00  4.2814E+00  3.8238E+00
  3.400  1.0668E+01  6.2340E-01 -2.5754E+01  1.248E+00  4.2467E+00  3.9740E+00
  3.600  1.0631E+01  6.3204E-01 -2.5974E+01  1.241E+00  4.2686E+00  4.1294E+00
  3.800  1.0590E+01  6.0722E-01 -2.6229E+01  1.230E+00  4.3296E+00  4.2895E+00
  4.000  1.0542E+01  5.2941E-01 -2.6520E+01  1.218E+00  4.4193E+00  4.4536E+00
  4.200  1.0488E+01  4.4273E-01 -2.6843E+01  1.205E+00  4.5315E+00  4.6215E+00
  4.400  1.0429E+01  3.4873E-01 -2.7199E+01  1.192E+00  4.6616E+00  4.7926E+00
  4.600  1.0365E+01  2.6631E-01 -2.7590E+01  1.178E+00  4.8068E+00  4.9666E+00
  4.800  1.0296E+01  1.9902E-01 -2.8028E+01  1.164E+00  4.9646E+00  5.1431E+00
  5.000  1.0224E+01  1.4890E-01 -2.8528E+01  1.151E+00  5.1335E+00  5.3220E+00
  5.200  1.0149E+01  1.1310E-01 -2.9123E+01  1.138E+00  5.3120E+00  5.5028E+00
  5.400  1.0072E+01  9.6560E-02 -2.9816E+01  1.126E+00  5.4993E+00  5.6854E+00
