 Structure from AMSCIFDB, AMS_ID: 1523590       Feff8L (EXAFS)       0.1
 Mineral Name: <missing>
 Journal:   Zeitschrift f\"ur Elektrochemie und angewandte physikalische Chemie
 Authors: Esch, U., Schneider, A.
 Title1:   Das System Nickel-Platin
 Formula:    Ni0.5Pt0.5
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.402 Rnm= 1.437 L3 shell
 Pot 1 Z=28 Rmt= 1.410 Rnm= 1.447
 Pot 2 Z=78 Rmt= 1.420 Rnm= 1.459
 Gam_ch=5.171E+00 H-L exch
 Mu=-4.554E+00 kf=2.071E+00 Vint=-2.089E+01 Rs_int= 1.751
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   33      icalc       2
 -----------------------------------------------------------------------
   2  11.000   5.9293    2.7455   -4.55377 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
     5.6250   -0.0000   -1.8750  1  28 Ni
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.1324E+01  5.2619E-05 -9.7094E+00  1.010E+00  6.1221E+00  2.0772E+00
  0.100  1.1324E+01  3.3448E-02 -1.0869E+01  1.011E+00  6.1288E+00  2.0795E+00
  0.200  1.1323E+01  6.6574E-02 -1.1973E+01  1.012E+00  6.1488E+00  2.0863E+00
  0.300  1.1321E+01  9.9061E-02 -1.3021E+01  1.015E+00  6.1815E+00  2.0977E+00
  0.400  1.1319E+01  1.3060E-01 -1.4017E+01  1.018E+00  6.2259E+00  2.1136E+00
  0.500  1.1315E+01  1.6091E-01 -1.4961E+01  1.022E+00  6.2806E+00  2.1338E+00
  0.600  1.1310E+01  1.8972E-01 -1.5855E+01  1.026E+00  6.3439E+00  2.1583E+00
  0.700  1.1304E+01  2.1680E-01 -1.6701E+01  1.031E+00  6.4139E+00  2.1869E+00
  0.800  1.1296E+01  2.4192E-01 -1.7500E+01  1.035E+00  6.4882E+00  2.2196E+00
  0.900  1.1286E+01  2.6492E-01 -1.8256E+01  1.040E+00  6.5646E+00  2.2561E+00
  1.000  1.1274E+01  2.8562E-01 -1.8968E+01  1.044E+00  6.6405E+00  2.2964E+00
  1.100  1.1260E+01  3.0391E-01 -1.9640E+01  1.049E+00  6.7135E+00  2.3403E+00
  1.200  1.1244E+01  3.1965E-01 -2.0273E+01  1.053E+00  6.7814E+00  2.3877E+00
  1.300  1.1226E+01  3.3275E-01 -2.0866E+01  1.057E+00  6.8420E+00  2.4386E+00
  1.400  1.1205E+01  3.4311E-01 -2.1423E+01  1.060E+00  6.8937E+00  2.4928E+00
  1.500  1.1182E+01  3.5064E-01 -2.1942E+01  1.064E+00  6.9355E+00  2.5503E+00
  1.600  1.1156E+01  3.5524E-01 -2.2424E+01  1.067E+00  6.9671E+00  2.6109E+00
  1.700  1.1129E+01  3.5682E-01 -2.2869E+01  1.070E+00  6.9886E+00  2.6748E+00
  1.800  1.1098E+01  3.5529E-01 -2.3277E+01  1.074E+00  7.0015E+00  2.7419E+00
  1.900  1.1065E+01  3.5057E-01 -2.3645E+01  1.076E+00  7.0081E+00  2.8122E+00
  2.000  1.1030E+01  3.4260E-01 -2.3973E+01  1.079E+00  7.0115E+00  2.8857E+00
  2.200  1.0949E+01  3.1545E-01 -2.4487E+01  1.084E+00  7.0279E+00  3.0430E+00
  2.400  1.0841E+01  2.5698E-01 -2.4770E+01  1.087E+00  7.1071E+00  3.2230E+00
  2.600  1.0738E+01  2.4659E-01 -2.5067E+01  1.185E+00  5.3377E+00  3.4079E+00
  2.800  1.0727E+01  2.3215E-01 -2.5731E+01  1.226E+00  4.6905E+00  3.5445E+00
  3.000  1.0721E+01  2.1048E-01 -2.6309E+01  1.243E+00  4.4062E+00  3.6792E+00
  3.200  1.0697E+01  1.9502E-01 -2.6679E+01  1.251E+00  4.2814E+00  3.8238E+00
  3.400  1.0668E+01  1.9859E-01 -2.6918E+01  1.248E+00  4.2467E+00  3.9740E+00
  3.600  1.0631E+01  2.2650E-01 -2.7118E+01  1.241E+00  4.2686E+00  4.1294E+00
  3.800  1.0590E+01  2.7403E-01 -2.7346E+01  1.230E+00  4.3296E+00  4.2895E+00
  4.000  1.0542E+01  3.2984E-01 -2.7595E+01  1.218E+00  4.4193E+00  4.4536E+00
  4.200  1.0488E+01  3.8987E-01 -2.7858E+01  1.205E+00  4.5315E+00  4.6215E+00
  4.400  1.0429E+01  4.4784E-01 -2.8114E+01  1.192E+00  4.6616E+00  4.7926E+00
  4.600  1.0365E+01  5.0152E-01 -2.8358E+01  1.178E+00  4.8068E+00  4.9666E+00
  4.800  1.0296E+01  5.5096E-01 -2.8592E+01  1.164E+00  4.9646E+00  5.1431E+00
  5.000  1.0224E+01  5.9493E-01 -2.8810E+01  1.151E+00  5.1335E+00  5.3220E+00
  5.200  1.0149E+01  6.3422E-01 -2.9014E+01  1.138E+00  5.3120E+00  5.5028E+00
  5.400  1.0072E+01  6.6763E-01 -2.9202E+01  1.126E+00  5.4993E+00  5.6854E+00
  5.600  9.9942E+00  6.9645E-01 -2.9378E+01  1.114E+00  5.6943E+00  5.8695E+00
  5.800  9.9156E+00  7.2061E-01 -2.9543E+01  1.102E+00  5.8965E+00  6.0551E+00
  6.000  9.8365E+00  7.3792E-01 -2.9693E+01  1.091E+00  6.1052E+00  6.2419E+00
  6.500  9.6389E+00  7.6012E-01 -3.0032E+01  1.064E+00  6.6526E+00  6.7135E+00
  7.000  9.4404E+00  7.5475E-01 -3.0325E+01  1.038E+00  7.2322E+00  7.1903E+00
  7.500  9.2394E+00  7.3153E-01 -3.0583E+01  1.016E+00  7.8397E+00  7.6712E+00
  8.000  9.0365E+00  6.9559E-01 -3.0812E+01  9.962E-01  8.4721E+00  8.1552E+00
  8.500  8.8360E+00  6.5079E-01 -3.1018E+01  9.810E-01  9.1270E+00  8.6416E+00
  9.000  8.6398E+00  6.0027E-01 -3.1208E+01  9.687E-01  9.8024E+00  9.1301E+00
  9.500  8.4485E+00  5.4967E-01 -3.1390E+01  9.589E-01  1.0497E+01  9.6201E+00
 10.000  8.2622E+00  5.0244E-01 -3.1566E+01  9.510E-01  1.1209E+01  1.0111E+01
 11.000  7.9042E+00  4.1663E-01 -3.1895E+01  9.399E-01  1.2682E+01  1.1097E+01
 12.000  7.5674E+00  3.4540E-01 -3.2205E+01  9.333E-01  1.4215E+01  1.2086E+01
 13.000  7.2503E+00  2.8882E-01 -3.2497E+01  9.291E-01  1.5801E+01  1.3077E+01
 14.000  6.9516E+00  2.4192E-01 -3.2776E+01  9.269E-01  1.7436E+01  1.4070E+01
 15.000  6.6704E+00  2.0384E-01 -3.3044E+01  9.258E-01  1.9116E+01  1.5063E+01
 16.000  6.4055E+00  1.7044E-01 -3.3304E+01  9.251E-01  2.0838E+01  1.6058E+01
 17.000  6.1551E+00  1.4274E-01 -3.3555E+01  9.237E-01  2.2599E+01  1.7054E+01
 18.000  5.9173E+00  1.1989E-01 -3.3801E+01  9.222E-01  2.4396E+01  1.8050E+01
 19.000  5.6894E+00  1.0090E-01 -3.4043E+01  9.214E-01  2.6228E+01  1.9047E+01
 20.000  5.4723E+00  8.4199E-02 -3.4288E+01  9.213E-01  2.8091E+01  2.0044E+01
