 Structure from AMSCIFDB, AMS_ID: 11639         Feff8L (EXAFS)       0.1
 Mineral Name: Tenorite
 Journal: Crystal Structures 1, pp. 85-237 (1963)
 Authors: Wyckoff R W G
 Title1:  Second edition. Interscience Publishers, New York, New York
 Formula:    CuO
 SpaceGroup: C2/
 # sites:    4
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=29 Rmt= 1.251 Rnm= 1.384 K  shell
 Pot 1 Z=29 Rmt= 1.220 Rnm= 1.310
 Pot 2 Z= 8 Rmt= 1.010 Rnm= 1.094
 Gam_ch=1.729E+00 H-L exch
 Mu= 1.441E+00 kf=2.152E+00 Vint=-1.621E+01 Rs_int= 1.685
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0087.dat 0.00000     5.584     4.000     3   5.1999
 feff0088.dat 0.00000    19.310     4.000     2   5.2121
 feff0089.dat 0.00000     4.643     4.000     3   5.2320
 feff0090.dat 0.00000     8.063     2.000     2   5.2544
 feff0091.dat 0.00000     2.822     4.000     3   5.2624
 feff0092.dat 0.00000    15.890     4.000     3   5.2786
 feff0095.dat 0.00000     8.110     2.000     4   5.3028
 feff0096.dat 0.00000     7.841     2.000     2   5.3057
 feff0099.dat 0.00000     2.778     4.000     3   5.3575
 feff0101.dat 0.00000     5.934     4.000     3   5.3588
 feff0102.dat 0.00000     5.139     4.000     3   5.3588
 feff0103.dat 0.00000     3.087     4.000     3   5.4567
 feff0104.dat 0.00000     2.932     4.000     3   5.4567
 feff0105.dat 0.00000     3.395     4.000     3   5.4567
 feff0106.dat 0.00000     3.319     4.000     3   5.4782
 feff0107.dat 0.00000     3.574     4.000     3   5.4782
 feff0108.dat 0.00000     7.029     4.000     3   5.4782
 feff0109.dat 0.00000     2.923     8.000     3   5.5035
 feff0110.dat 0.00000     2.878     8.000     3   5.5035
 feff0113.dat 0.00000     7.023     2.000     2   5.5110
 feff0114.dat 0.00000    16.470     4.000     2   5.5224
 feff0115.dat 0.00000     4.177     2.000     3   5.5325
 feff0116.dat 0.00000    15.700     4.000     2   5.6192
 feff0117.dat 0.00000     6.634     2.000     2   5.6195
 feff0118.dat 0.00000     2.794     8.000     3   5.6276
 feff0119.dat 0.00000     2.993     8.000     3   5.6276
 feff0120.dat 0.00000     2.922     8.000     3   5.6276
 feff0121.dat 0.00000     7.878     4.000     3   5.6378
 feff0122.dat 0.00000     5.427     4.000     3   5.6473
 feff0123.dat 0.00000     8.604     4.000     3   5.6473
 feff0124.dat 0.00000     5.622     4.000     3   5.6637
 feff0125.dat 0.00000     5.310     4.000     3   5.6637
 feff0126.dat 0.00000     4.480     4.000     3   5.6637
 feff0127.dat 0.00000     3.100     4.000     3   5.6740
 feff0128.dat 0.00000     3.334     4.000     3   5.6740
 feff0129.dat 0.00000    14.960     4.000     2   5.7172
 feff0130.dat 0.00000     7.974     4.000     3   5.7314
 feff0131.dat 0.00000     3.958     4.000     4   5.7314
 feff0132.dat 0.00000     7.172     4.000     4   5.7314
 feff0133.dat 0.00000     2.806     4.000     4   5.7591
 feff0134.dat 0.00000     5.003     4.000     4   5.7591
 feff0135.dat 0.00000     5.103     4.000     5   5.7591
 feff0137.dat 0.00000     3.033     2.000     4   5.7646
 feff0138.dat 0.00000    14.590     4.000     2   5.7687
 feff0139.dat 0.00000     5.665     4.000     3   5.7688
 feff0140.dat 0.00000    32.580     8.000     3   5.7687
 feff0141.dat 0.00000     5.901     4.000     4   5.7688
 feff0143.dat 0.00000    22.200     4.000     4   5.7687
 feff0145.dat 0.00000     3.146     2.000     4   5.8432
 feff0148.dat 0.00000     5.321     4.000     5   5.8432
 feff0150.dat 0.00000     4.719     4.000     3   5.8562
 feff0151.dat 0.00000     5.871     2.000     2   5.8575
 feff0152.dat 0.00000     3.041     8.000     3   5.8760
 feff0153.dat 0.00000     3.153     8.000     3   5.8760
 feff0154.dat 0.00000     3.144     8.000     3   5.8760
 feff0155.dat 0.00000     3.276     4.000     3   5.8928
 feff0158.dat 0.00000     5.757     2.000     2   5.8965
 feff0159.dat 0.00000    13.590     4.000     2   5.9156
 feff0160.dat 0.00000     2.950     4.000     3   5.9418
 feff0161.dat 0.00000     2.768     4.000     3   5.9418
 feff0162.dat 0.00000     3.078     8.000     3   5.9568
 feff0163.dat 0.00000     3.200     8.000     3   5.9568
 feff0164.dat 0.00000     3.165     8.000     3   5.9568
 feff0165.dat 0.00000     9.403     4.000     3   5.9673
 feff0166.dat 0.00000     8.161     4.000     3   5.9673
 feff0168.dat 0.00000     5.473     2.000     2   5.9975
 feff0169.dat 0.00000     2.712     4.000     3   6.0043
 feff0170.dat 0.00000     3.709     2.000     4   6.0189
 feff0171.dat 0.00000     2.986     2.000     4   6.0189
 feff0173.dat 0.00000     2.769     4.000     3   6.0364
 feff0174.dat 0.00000     3.043     4.000     3   6.0364
 feff0175.dat 0.00000     5.710     4.000     3   6.0364
