 Structure from AMSCIFDB, AMS_ID: 1011103       Feff8L (EXAFS)       0.1
 Mineral Name: Platinum
 Journal:  Zeitschrift fuer Physikalische Chemie (Frankfurt Am Main) 126, pp. 41
 Authors: Bredig, G, Allolio, R
 Title1:  Roentgenuntersuchungen an katalytisch wirkenden Metallen
 Formula:    Pt
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.471 Rnm= 1.507 L3 shell
 Pot 1 Z=78 Rmt= 1.485 Rnm= 1.523
 Gam_ch=5.171E+00 H-L exch
 Mu=-2.725E-01 kf=2.020E+00 Vint=-1.582E+01 Rs_int= 1.795
 PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   27      icalc       2
 -----------------------------------------------------------------------
   2  48.000   7.3785    2.8779   -0.27245 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
     5.9160   -1.9720    3.9440  1  78 Pt
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  1.1516E+01  3.0105E-05 -1.1098E+01  1.050E+00  5.9742E+00  2.0270E+00
  0.100  1.1516E+01  6.0981E-02 -1.2537E+01  1.050E+00  5.9811E+00  2.0294E+00
  0.200  1.1513E+01  1.2135E-01 -1.3907E+01  1.051E+00  6.0016E+00  2.0364E+00
  0.300  1.1509E+01  1.8051E-01 -1.5208E+01  1.052E+00  6.0351E+00  2.0481E+00
  0.400  1.1504E+01  2.3791E-01 -1.6441E+01  1.053E+00  6.0805E+00  2.0643E+00
  0.500  1.1497E+01  2.9310E-01 -1.7607E+01  1.054E+00  6.1365E+00  2.0850E+00
  0.600  1.1488E+01  3.4565E-01 -1.8710E+01  1.056E+00  6.2011E+00  2.1101E+00
  0.700  1.1477E+01  3.9525E-01 -1.9750E+01  1.058E+00  6.2725E+00  2.1393E+00
  0.800  1.1465E+01  4.4168E-01 -2.0731E+01  1.059E+00  6.3482E+00  2.1727E+00
  0.900  1.1450E+01  4.8477E-01 -2.1654E+01  1.061E+00  6.4258E+00  2.2101E+00
  1.000  1.1434E+01  5.2439E-01 -2.2523E+01  1.063E+00  6.5027E+00  2.2512E+00
  1.100  1.1415E+01  5.6049E-01 -2.3337E+01  1.065E+00  6.5766E+00  2.2961E+00
  1.200  1.1395E+01  5.9298E-01 -2.4100E+01  1.067E+00  6.6450E+00  2.3445E+00
  1.300  1.1373E+01  6.2180E-01 -2.4812E+01  1.068E+00  6.7059E+00  2.3964E+00
  1.400  1.1348E+01  6.4685E-01 -2.5473E+01  1.070E+00  6.7578E+00  2.4517E+00
  1.500  1.1322E+01  6.6797E-01 -2.6085E+01  1.072E+00  6.7997E+00  2.5103E+00
  1.600  1.1294E+01  6.8498E-01 -2.6647E+01  1.074E+00  6.8313E+00  2.5723E+00
  1.700  1.1264E+01  6.9763E-01 -2.7159E+01  1.075E+00  6.8534E+00  2.6375E+00
  1.800  1.1231E+01  7.0565E-01 -2.7620E+01  1.077E+00  6.8675E+00  2.7059E+00
  1.900  1.1197E+01  7.0874E-01 -2.8028E+01  1.079E+00  6.8762E+00  2.7777E+00
  2.000  1.1161E+01  7.0666E-01 -2.8381E+01  1.080E+00  6.8835E+00  2.8529E+00
  2.200  1.1081E+01  6.8622E-01 -2.8912E+01  1.083E+00  6.9148E+00  3.0140E+00
  2.400  1.0964E+01  6.1919E-01 -2.9022E+01  1.061E+00  7.0296E+00  3.2031E+00
  2.600  1.0872E+01  6.4752E-01 -2.9396E+01  1.185E+00  5.0220E+00  3.3752E+00
  2.800  1.0868E+01  6.4567E-01 -3.0179E+01  1.220E+00  4.5401E+00  3.5075E+00
  3.000  1.0856E+01  6.3299E-01 -3.0841E+01  1.242E+00  4.3109E+00  3.6455E+00
  3.200  1.0833E+01  6.1150E-01 -3.1376E+01  1.247E+00  4.2199E+00  3.7916E+00
  3.400  1.0803E+01  5.8824E-01 -3.1833E+01  1.246E+00  4.2073E+00  3.9435E+00
  3.600  1.0766E+01  5.6485E-01 -3.2242E+01  1.240E+00  4.2453E+00  4.1004E+00
  3.800  1.0721E+01  5.3118E-01 -3.2612E+01  1.229E+00  4.3189E+00  4.2618E+00
  4.000  1.0670E+01  4.9316E-01 -3.2959E+01  1.218E+00  4.4193E+00  4.4274E+00
  4.200  1.0612E+01  4.4163E-01 -3.3283E+01  1.205E+00  4.5406E+00  4.5965E+00
  4.400  1.0548E+01  3.8510E-01 -3.3590E+01  1.191E+00  4.6791E+00  4.7688E+00
  4.600  1.0479E+01  3.2221E-01 -3.3887E+01  1.177E+00  4.8318E+00  4.9440E+00
  4.800  1.0406E+01  2.5688E-01 -3.4190E+01  1.164E+00  4.9968E+00  5.1216E+00
  5.000  1.0330E+01  1.9062E-01 -3.4517E+01  1.150E+00  5.1724E+00  5.3014E+00
  5.200  1.0251E+01  1.3086E-01 -3.4961E+01  1.137E+00  5.3574E+00  5.4832E+00
  5.400  1.0171E+01  8.7942E-02 -3.5692E+01  1.125E+00  5.5509E+00  5.6666E+00
  5.600  1.0091E+01  9.4705E-02 -3.6645E+01  1.113E+00  5.7521E+00  5.8516E+00
  5.800  1.0010E+01  1.4041E-01 -3.7234E+01  1.101E+00  5.9602E+00  6.0379E+00
  6.000  9.9288E+00  1.9651E-01 -3.7562E+01  1.091E+00  6.1748E+00  6.2254E+00
  6.500  9.7262E+00  3.2352E-01 -3.8010E+01  1.064E+00  6.7364E+00  6.6985E+00
  7.000  9.5219E+00  4.0706E-01 -3.8279E+01  1.037E+00  7.3298E+00  7.1766E+00
  7.500  9.3153E+00  4.4778E-01 -3.8469E+01  1.014E+00  7.9510E+00  7.6586E+00
  8.000  9.1087E+00  4.5590E-01 -3.8608E+01  9.948E-01  8.5969E+00  8.1436E+00
  8.500  8.9053E+00  4.4232E-01 -3.8692E+01  9.800E-01  9.2651E+00  8.6309E+00
  9.000  8.7063E+00  4.1672E-01 -3.8722E+01  9.680E-01  9.9538E+00  9.1201E+00
  9.500  8.5117E+00  3.8905E-01 -3.8702E+01  9.580E-01  1.0662E+01  9.6108E+00
 10.000  8.3220E+00  3.6802E-01 -3.8642E+01  9.499E-01  1.1387E+01  1.0103E+01
 11.000  7.9597E+00  3.6409E-01 -3.8474E+01  9.391E-01  1.2886E+01  1.1089E+01
 12.000  7.6188E+00  4.0325E-01 -3.8356E+01  9.326E-01  1.4445E+01  1.2079E+01
 13.000  7.2979E+00  4.5352E-01 -3.8345E+01  9.283E-01  1.6057E+01  1.3071E+01
 14.000  6.9966E+00  4.9677E-01 -3.8401E+01  9.264E-01  1.7719E+01  1.4064E+01
 15.000  6.7124E+00  5.2369E-01 -3.8501E+01  9.251E-01  1.9425E+01  1.5058E+01
 16.000  6.4453E+00  5.3530E-01 -3.8628E+01  9.246E-01  2.1173E+01  1.6053E+01
 17.000  6.1926E+00  5.3131E-01 -3.8773E+01  9.231E-01  2.2959E+01  1.7049E+01
