 Structure from AMSCIFDB, AMS_ID: 1011103       Feff8L (EXAFS)       0.1
 Mineral Name: Platinum
 Journal:  Zeitschrift fuer Physikalische Chemie (Frankfurt Am Main) 126, pp. 41
 Authors: Bredig, G, Allolio, R
 Title1:  Roentgenuntersuchungen an katalytisch wirkenden Metallen
 Formula:    Pt
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.471 Rnm= 1.507 L3 shell
 Pot 1 Z=78 Rmt= 1.485 Rnm= 1.523
 Gam_ch=5.171E+00 H-L exch
 Mu=-2.725E-01 kf=2.020E+00 Vint=-1.582E+01 Rs_int= 1.795
 PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   19      icalc       2
 -----------------------------------------------------------------------
   3  48.000   6.4844    2.8779   -0.27245 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
    -1.9720    5.9160   -0.0000  1  78 Pt
    -1.9720    1.9720   -0.0000  1  78 Pt
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
  0.000  1.1516E+01  1.2358E-05 -1.1992E+01  1.050E+00  5.9742E+00  2.0270E+00
  0.100  1.1516E+01  2.5016E-02 -1.3258E+01  1.050E+00  5.9811E+00  2.0294E+00
  0.200  1.1513E+01  4.9678E-02 -1.4464E+01  1.051E+00  6.0016E+00  2.0364E+00
  0.300  1.1509E+01  7.3651E-02 -1.5610E+01  1.052E+00  6.0351E+00  2.0481E+00
  0.400  1.1504E+01  9.6626E-02 -1.6698E+01  1.053E+00  6.0805E+00  2.0643E+00
  0.500  1.1497E+01  1.1834E-01 -1.7729E+01  1.054E+00  6.1365E+00  2.0850E+00
  0.600  1.1488E+01  1.3857E-01 -1.8707E+01  1.056E+00  6.2011E+00  2.1101E+00
  0.700  1.1477E+01  1.5715E-01 -1.9632E+01  1.058E+00  6.2725E+00  2.1393E+00
  0.800  1.1465E+01  1.7397E-01 -2.0507E+01  1.059E+00  6.3482E+00  2.1727E+00
  0.900  1.1450E+01  1.8893E-01 -2.1335E+01  1.061E+00  6.4258E+00  2.2101E+00
  1.000  1.1434E+01  2.0200E-01 -2.2117E+01  1.063E+00  6.5027E+00  2.2512E+00
  1.100  1.1415E+01  2.1313E-01 -2.2855E+01  1.065E+00  6.5766E+00  2.2961E+00
  1.200  1.1395E+01  2.2232E-01 -2.3551E+01  1.067E+00  6.6450E+00  2.3445E+00
  1.300  1.1373E+01  2.2954E-01 -2.4206E+01  1.068E+00  6.7059E+00  2.3964E+00
  1.400  1.1348E+01  2.3477E-01 -2.4822E+01  1.070E+00  6.7578E+00  2.4517E+00
  1.500  1.1322E+01  2.3801E-01 -2.5398E+01  1.072E+00  6.7997E+00  2.5103E+00
  1.600  1.1294E+01  2.3925E-01 -2.5935E+01  1.074E+00  6.8313E+00  2.5723E+00
  1.700  1.1264E+01  2.3852E-01 -2.6434E+01  1.075E+00  6.8534E+00  2.6375E+00
  1.800  1.1231E+01  2.3587E-01 -2.6894E+01  1.077E+00  6.8675E+00  2.7059E+00
  1.900  1.1197E+01  2.3141E-01 -2.7315E+01  1.079E+00  6.8762E+00  2.7777E+00
  2.000  1.1161E+01  2.2535E-01 -2.7695E+01  1.080E+00  6.8835E+00  2.8529E+00
  2.200  1.1081E+01  2.0918E-01 -2.8326E+01  1.083E+00  6.9148E+00  3.0140E+00
  2.400  1.0964E+01  1.9064E-01 -2.8629E+01  1.061E+00  7.0296E+00  3.2031E+00
  2.600  1.0872E+01  1.8812E-01 -2.9086E+01  1.185E+00  5.0220E+00  3.3752E+00
  2.800  1.0868E+01  1.8089E-01 -3.0002E+01  1.220E+00  4.5401E+00  3.5075E+00
  3.000  1.0856E+01  1.8260E-01 -3.0781E+01  1.242E+00  4.3109E+00  3.6455E+00
  3.200  1.0833E+01  1.8823E-01 -3.1379E+01  1.247E+00  4.2199E+00  3.7916E+00
  3.400  1.0803E+01  1.9126E-01 -3.1852E+01  1.246E+00  4.2073E+00  3.9435E+00
  3.600  1.0766E+01  1.9160E-01 -3.2254E+01  1.240E+00  4.2453E+00  4.1004E+00
  3.800  1.0721E+01  1.8468E-01 -3.2612E+01  1.229E+00  4.3189E+00  4.2618E+00
  4.000  1.0670E+01  1.7434E-01 -3.2954E+01  1.218E+00  4.4193E+00  4.4274E+00
  4.200  1.0612E+01  1.5659E-01 -3.3283E+01  1.205E+00  4.5406E+00  4.5965E+00
  4.400  1.0548E+01  1.3570E-01 -3.3606E+01  1.191E+00  4.6791E+00  4.7688E+00
  4.600  1.0479E+01  1.1133E-01 -3.3930E+01  1.177E+00  4.8318E+00  4.9440E+00
  4.800  1.0406E+01  8.5585E-02 -3.4275E+01  1.164E+00  4.9968E+00  5.1216E+00
  5.000  1.0330E+01  5.9676E-02 -3.4674E+01  1.150E+00  5.1724E+00  5.3014E+00
  5.200  1.0251E+01  3.8012E-02 -3.5278E+01  1.137E+00  5.3574E+00  5.4832E+00
  5.400  1.0171E+01  2.8788E-02 -3.6307E+01  1.125E+00  5.5509E+00  5.6666E+00
  5.600  1.0091E+01  4.0758E-02 -3.7195E+01  1.113E+00  5.7521E+00  5.8516E+00
  5.800  1.0010E+01  6.0001E-02 -3.7669E+01  1.101E+00  5.9602E+00  6.0379E+00
  6.000  9.9288E+00  7.9031E-02 -3.7977E+01  1.091E+00  6.1748E+00  6.2254E+00
  6.500  9.7262E+00  1.1314E-01 -3.8505E+01  1.064E+00  6.7364E+00  6.6985E+00
  7.000  9.5219E+00  1.2436E-01 -3.8909E+01  1.037E+00  7.3298E+00  7.1766E+00
  7.500  9.3153E+00  1.1853E-01 -3.9261E+01  1.014E+00  7.9510E+00  7.6586E+00
  8.000  9.1087E+00  1.0383E-01 -3.9585E+01  9.948E-01  8.5969E+00  8.1436E+00
  8.500  8.9053E+00  8.5457E-02 -3.9880E+01  9.800E-01  9.2651E+00  8.6309E+00
  9.000  8.7063E+00  6.7323E-02 -4.0149E+01  9.680E-01  9.9538E+00  9.1201E+00
  9.500  8.5117E+00  5.1581E-02 -4.0393E+01  9.580E-01  1.0662E+01  9.6108E+00
 10.000  8.3220E+00  3.9147E-02 -4.0625E+01  9.499E-01  1.1387E+01  1.0103E+01
 11.000  7.9597E+00  2.3996E-02 -4.1139E+01  9.391E-01  1.2886E+01  1.1089E+01
 12.000  7.6188E+00  1.8839E-02 -4.1858E+01  9.326E-01  1.4445E+01  1.2079E+01
 13.000  7.2979E+00  2.1520E-02 -4.2673E+01  9.283E-01  1.6057E+01  1.3071E+01
 14.000  6.9966E+00  2.8093E-02 -4.3336E+01  9.264E-01  1.7719E+01  1.4064E+01
 15.000  6.7124E+00  3.3471E-02 -4.3875E+01  9.251E-01  1.9425E+01  1.5058E+01
 16.000  6.4453E+00  3.5392E-02 -4.4324E+01  9.246E-01  2.1173E+01  1.6053E+01
 17.000  6.1926E+00  3.4321E-02 -4.4692E+01  9.231E-01  2.2959E+01  1.7049E+01
 18.000  5.9530E+00  3.1685E-02 -4.4998E+01  9.217E-01  2.4782E+01  1.8046E+01
